plate	well	status	stock_conc	diluent_vol	final_vol	final_conc
P2	E12	OK	43.03	76.1	86.05	5.0
P2	F12	OK	42.15	74.3	84.29	5.0
P2	G12	OK	34.13	58.3	68.26	5.0
P2	H12	OK	48.64	87.3	97.29	5.0
P3	A1	transfer too small	6.36	0	10.0	6.36
P3	B1	conc below target	4.9	0	10.0	4.9
P3	C1	OK	16.0	22.0	32.0	5.0
P3	D1	OK	7.93	5.9	15.86	5.0
P3	E1	conc below target	4.94	0	10.0	4.94
P3	F1	conc below target	4.83	0	10.0	4.83
P3	G1	transfer too small	5.27	0	10.0	5.27
P3	H1	OK	13.84	17.7	27.67	5.0
P3	A2	OK	55.19	100.4	110.39	5.0
P3	B2	conc below target	3.33	0	10.0	3.33
P3	C2	conc below target	2.42	0	10.0	2.42
P3	D2	OK	51.96	93.9	103.91	5.0
P3	E2	OK	13.54	17.1	27.07	5.0
P3	F2	conc below target	1.89	0	10.0	1.89
P3	G2	OK	30.58	51.2	61.16	5.0
P3	H2	conc below target	4.34	0	10.0	4.34
P3	A3	transfer too small	6.03	0	10.0	6.03
P3	B3	conc below target	1.08	0	10.0	1.08
P3	C3	conc below target	1.36	0	10.0	1.36
P3	D3	OK	31.17	52.3	62.34	5.0
P3	E3	conc below target	2.88	0	10.0	2.88
P3	F3	conc below target	2.23	0	10.0	2.23
P3	G3	OK	16.6	23.2	33.19	5.0
P3	H3	OK	9.91	9.8	19.81	5.0
P3	A4	conc below target	4.7	0	10.0	4.7
P3	B4	conc below target	2.07	0	10.0	2.07
P3	C4	conc below target	3.44	0	10.0	3.44
P3	D4	OK	25.05	40.1	50.1	5.0
P3	E4	transfer too small	5.27	0	10.0	5.27
P3	F4	conc below target	3.78	0	10.0	3.78
P3	G4	OK	23.33	36.7	46.67	5.0
P3	H4	transfer too small	5.82	0	10.0	5.82
P3	A5	conc below target	0.19	0	10.0	0.19
P3	B5	conc below target	1.94	0	10.0	1.94
P3	C5	transfer too small	5.87	0	10.0	5.87
P3	D5	conc below target	4.7	0	10.0	4.7
P3	E5	conc below target	4.64	0	10.0	4.64
P3	F5	conc below target	1.24	0	10.0	1.24
P3	G5	conc below target	1.72	0	10.0	1.72
P3	H5	conc below target	1.11	0	10.0	1.11
P3	A6	OK	12.4	14.8	24.8	5.0
P3	B6	OK	30.12	50.2	60.24	5.0
P3	C6	conc below target	4.32	0	10.0	4.32
P3	D6	OK	21.39	32.8	42.78	5.0
P3	E6	conc below target	1.85	0	10.0	1.85
P3	F6	OK	44.66	79.3	89.31	5.0
P3	G6	conc below target	3.49	0	10.0	3.49
P3	H6	conc below target	2.3	0	10.0	2.3
P3	A7	conc below target	0.68	0	10.0	0.68
P3	B7	OK	21.81	33.6	43.61	5.0
P3	C7	OK	9.08	8.2	18.17	5.0
P3	D7	OK	29.11	48.2	58.22	5.0
P3	E7	conc below target	4.54	0	10.0	4.54
P3	F7	OK	8.24	6.5	16.48	5.0
P3	G7	OK	12.63	15.3	25.25	5.0
P3	H7	OK	7.6	5.2	15.21	5.0
P3	A8	conc below target	2.76	0	10.0	2.76
P3	B8	transfer too small	5.21	0	10.0	5.21
P3	C8	OK	18.05	26.1	36.1	5.0
P3	D8	OK	7.94	5.9	15.87	5.0
P3	E8	OK	9.47	8.9	18.94	5.0
P3	F8	OK	39.89	69.8	79.78	5.0
P3	G8	conc below target	0.11	0	10.0	0.11
P3	H8	conc below target	0.93	0	10.0	0.93
P3	A9	OK	16.17	22.3	32.34	5.0
P3	B9	conc below target	1.23	0	10.0	1.23
P3	C9	OK	9.28	8.6	18.56	5.0
P3	D9	conc below target	1.73	0	10.0	1.73
P3	E9	OK	9.43	8.9	18.85	5.0
P3	F9	OK	37.95	65.9	75.9	5.0
P3	G9	conc below target	2.15	0	10.0	2.15
P3	H9	OK	28.89	47.8	57.77	5.0
P3	A10	conc below target	0.41	0	10.0	0.41
P3	B10	OK	12.1	14.2	24.2	5.0
P3	C10	conc below target	4.49	0	10.0	4.49
P3	D10	conc below target	2.97	0	10.0	2.97
P3	E10	OK	15.72	21.4	31.45	5.0
P3	F10	OK	14.86	19.7	29.71	5.0
P3	G10	OK	22.3	34.6	44.6	5.0
P3	H10	OK	22.03	34.1	44.07	5.0
P3	A11	conc below target	2.71	0	10.0	2.71
P3	B11	conc below target	4.47	0	10.0	4.47
P3	C11	conc below target	2.3	0	10.0	2.3
P3	D11	conc below target	3.79	0	10.0	3.79
P3	E11	conc below target	3.89	0	10.0	3.89
P3	F11	OK	12.99	16.0	25.98	5.0
P3	G11	OK	34.79	59.6	69.58	5.0
P3	H11	conc below target	4.99	0	10.0	4.99
P3	A12	conc below target	0.39	0	10.0	0.39
P3	B12	OK	58.14	106.3	116.28	5.0
P3	C12	conc below target	0.71	0	10.0	0.71
P3	D12	conc below target	1.83	0	10.0	1.83
P3	E12	conc below target	2.9	0	10.0	2.9
P3	F12	transfer too small	7.08	0	10.0	7.08
P3	G12	conc below target	1.01	0	10.0	1.01
P3	H12	OK	11.54	13.1	23.08	5.0
P4	A1	transfer too small	6.58	0	10.0	6.58
P4	B1	transfer too small	5.5	0	10.0	5.5
P4	C1	transfer too small	5.23	0	10.0	5.23
P4	D1	transfer too small	5.89	0	10.0	5.89
P4	E1	transfer too small	7.48	0	10.0	7.48
P4	F1	OK	41.6	73.2	83.2	5.0
P4	G1	OK	35.26	60.5	70.53	5.0
P4	H1	OK	22.74	35.5	45.47	5.0
P4	A2	conc below target	3.76	0	10.0	3.76
P4	B2	OK	36.3	62.6	72.59	5.0
P4	C2	conc below target	3.6	0	10.0	3.6
P4	D2	conc below target	3.4	0	10.0	3.4
P4	E2	conc below target	2.89	0	10.0	2.89
P4	F2	OK	13.31	16.6	26.62	5.0
P4	G2	transfer too small	5.35	0	10.0	5.35
P4	H2	OK	28.47	46.9	56.93	5.0
P4	A3	OK	13.43	16.9	26.86	5.0
P4	B3	OK	27.44	44.9	54.88	5.0
P4	C3	conc below target	2.76	0	10.0	2.76
P4	D3	conc below target	4.84	0	10.0	4.84
P4	E3	transfer too small	6.7	0	10.0	6.7
P4	F3	OK	46.59	83.2	93.19	5.0
P4	G3	OK	7.55	5.1	15.11	5.0
P4	H3	transfer too small	5.15	0	10.0	5.15
P4	A4	OK	27.5	45.0	55.01	5.0
P4	B4	conc below target	2.65	0	10.0	2.65
P4	C4	transfer too small	7.44	0	10.0	7.44
P4	D4	conc below target	4.51	0	10.0	4.51
P4	E4	OK	35.55	61.1	71.11	5.0
P4	F4	transfer too small	5.19	0	10.0	5.19
P4	G4	conc below target	2.76	0	10.0	2.76
P4	H4	OK	8.11	6.2	16.23	5.0
P4	A5	conc below target	3.59	0	10.0	3.59
P4	B5	conc below target	3.53	0	10.0	3.53
P4	C5	conc below target	4.84	0	10.0	4.84
P4	D5	transfer too small	6.9	0	10.0	6.9
P4	E5	OK	17.35	24.7	34.7	5.0
P4	F5	OK	37.3	64.6	74.6	5.0
P4	G5	conc below target	3.4	0	10.0	3.4
P4	H5	OK	11.62	13.2	23.25	5.0
P4	A6	OK	13.2	16.4	26.4	5.0
P4	B6	conc below target	4.76	0	10.0	4.76
P4	C6	conc below target	4.29	0	10.0	4.29
P4	D6	conc below target	4.7	0	10.0	4.7
P4	E6	conc below target	2.84	0	10.0	2.84
P4	F6	conc below target	3.53	0	10.0	3.53
P4	G6	OK	11.62	13.2	23.25	5.0
P4	H6	OK	12.43	14.9	24.85	5.0
P4	A7	conc below target	3.63	0	10.0	3.63
P4	B7	conc below target	4.2	0	10.0	4.2
P4	C7	OK	8.77	7.5	17.54	5.0
P4	D7	OK	23.33	36.7	46.66	5.0
P4	E7	transfer too small	6.2	0	10.0	6.2
P4	F7	OK	45.65	81.3	91.29	5.0
P4	G7	OK	11.93	13.9	23.87	5.0
P4	H7	conc below target	2.72	0	10.0	2.72
P4	A8	transfer too small	7.45	0	10.0	7.45
P4	B8	OK	8.2	6.4	16.4	5.0
P4	C8	OK	25.03	40.1	50.07	5.0
P4	D8	OK	23.74	37.5	47.48	5.0
P4	E8	conc below target	4.43	0	10.0	4.43
P4	F8	conc below target	4.23	0	10.0	4.23
P4	G8	conc below target	4.73	0	10.0	4.73
P4	H8	transfer too small	6.57	0	10.0	6.57
P4	A9	conc below target	4.31	0	10.0	4.31
P4	B9	transfer too small	6.41	0	10.0	6.41
P4	C9	conc below target	4.01	0	10.0	4.01
P4	D9	OK	14.05	18.1	28.11	5.0
P4	E9	conc below target	4.16	0	10.0	4.16
P4	F9	OK	9.97	9.9	19.93	5.0
P4	G9	conc below target	4.85	0	10.0	4.85
P4	H9	OK	7.92	5.8	15.85	5.0
P4	A10	transfer too small	5.59	0	10.0	5.59
P4	B10	OK	36.51	63.0	73.03	5.0
P4	C10	transfer too small	6.58	0	10.0	6.58
P4	D10	conc below target	3.26	0	10.0	3.26
P4	E10	OK	16.11	22.2	32.23	5.0
P4	F10	conc below target	3.61	0	10.0	3.61
P4	G10	conc below target	4.69	0	10.0	4.69
P4	H10	conc below target	3.73	0	10.0	3.73
P4	A11	conc below target	4.88	0	10.0	4.88
P4	B11	OK	7.72	5.4	15.44	5.0
P4	C11	conc below target	2.82	0	10.0	2.82
P4	D11	transfer too small	7.31	0	10.0	7.31
P4	E11	transfer too small	6.38	0	10.0	6.38
P4	F11	conc below target	2.74	0	10.0	2.74
P4	G11	OK	20.0	30.0	40.01	5.0
P4	H11	OK	26.93	43.9	53.87	5.0
P4	A12	OK	20.12	30.2	40.25	5.0
P4	B12	conc below target	4.05	0	10.0	4.05
P4	C12	conc below target	4.79	0	10.0	4.79
P4	D12	conc below target	2.73	0	10.0	2.73
P4	E12	conc below target	2.8	0	10.0	2.8
P4	F12	conc below target	2.66	0	10.0	2.66
P4	G12	conc below target	2.65	0	10.0	2.65
P4	H12	conc below target	2.79	0	10.0	2.79
P5	A1	conc below target	4.02	0	10.0	4.02
P5	B1	OK	40.3	70.6	80.6	5.0
P5	C1	OK	19.63	29.3	39.26	5.0
P5	D1	conc below target	4.08	0	10.0	4.08
P5	E1	OK	48.19	86.4	96.39	5.0
P5	F1	transfer too small	5.49	0	10.0	5.49
P5	G1	transfer too small	6.19	0	10.0	6.19
P5	H1	OK	8.12	6.2	16.25	5.0
P5	A2	conc below target	2.61	0	10.0	2.61
P5	B2	OK	63.48	117.0	126.96	5.0
P5	C2	OK	32.16	54.3	64.32	5.0
P5	D2	OK	55.58	101.2	111.17	5.0
P5	E2	OK	51.32	92.6	102.64	5.0
P5	F2	OK	50.55	91.1	101.1	5.0
P5	G2	OK	22.3	34.6	44.6	5.0
P5	H2	OK	13.22	16.4	26.43	5.0
P5	A3	OK	23.5	37.0	47.0	5.0
P5	B3	OK	66.41	122.8	132.81	5.0
P5	C3	OK	26.54	43.1	53.07	5.0
P5	D3	OK	50.63	91.3	101.26	5.0
P5	E3	OK	51.85	93.7	103.7	5.0
P5	F3	OK	21.63	33.3	43.27	5.0
P5	G3	OK	28.92	47.8	57.84	5.0
P5	H3	OK	16.82	23.6	33.64	5.0
P5	A4	conc below target	3.66	0	10.0	3.66
P5	B4	transfer too small	6.96	0	10.0	6.96
P5	C4	OK	39.77	69.5	79.53	5.0
P5	D4	conc below target	2.69	0	10.0	2.69
P5	E4	OK	18.53	27.1	37.06	5.0
P5	F4	conc below target	2.71	0	10.0	2.71
P5	G4	OK	7.91	5.8	15.81	5.0
P5	H4	conc below target	3.39	0	10.0	3.39
P5	A5	conc below target	4.37	0	10.0	4.37
P5	B5	OK	56.41	102.8	112.81	5.0
P5	C5	OK	58.77	107.5	117.55	5.0
P5	D5	OK	28.57	47.1	57.14	5.0
P5	E5	OK	26.62	43.2	53.24	5.0
P5	F5	OK	42.52	75.0	85.05	5.0
P5	G5	OK	61.15	112.3	122.31	5.0
P5	H5	OK	31.26	52.5	62.52	5.0
P5	A6	OK	66.49	123.0	132.98	5.0
P5	B6	OK	23.74	37.5	47.47	5.0
P5	C6	transfer too small	7.36	0	10.0	7.36
P5	D6	transfer too small	6.83	0	10.0	6.83
P5	E6	OK	19.77	29.5	39.54	5.0
P5	F6	OK	49.17	88.3	98.34	5.0
P5	G6	OK	41.61	73.2	83.22	5.0
P5	H6	OK	29.67	49.3	59.34	5.0
P5	A7	conc below target	2.82	0	10.0	2.82
P5	B7	OK	41.13	72.3	82.27	5.0
P5	C7	OK	26.03	42.1	52.05	5.0
P5	D7	OK	22.51	35.0	45.03	5.0
P5	E7	OK	28.64	47.3	57.28	5.0
P5	F7	OK	27.76	45.5	55.52	5.0
P5	G7	transfer too small	7.34	0	10.0	7.34
P5	H7	OK	42.13	74.3	84.25	5.0
P5	A8	OK	21.62	33.2	43.24	5.0
P5	B8	OK	13.44	16.9	26.89	5.0
P5	C8	OK	9.61	9.2	19.22	5.0
P5	D8	OK	19.05	28.1	38.11	5.0
P5	E8	OK	9.9	9.8	19.79	5.0
P5	F8	OK	49.11	88.2	98.21	5.0
P5	G8	OK	42.86	75.7	85.73	5.0
P5	H8	OK	20.34	30.7	40.68	5.0
P5	A9	OK	32.02	54.0	64.03	5.0
P5	B9	transfer too small	5.68	0	10.0	5.68
P5	C9	OK	7.72	5.4	15.44	5.0
P5	D9	OK	16.63	23.3	33.26	5.0
P5	E9	OK	13.53	17.1	27.05	5.0
P5	F9	conc below target	3.35	0	10.0	3.35
P5	G9	OK	44.49	79.0	88.98	5.0
P5	H9	transfer too small	6.17	0	10.0	6.17
P5	A10	conc below target	4.15	0	10.0	4.15
P5	B10	OK	29.81	49.6	59.62	5.0
P5	C10	conc below target	4.68	0	10.0	4.68
P5	D10	transfer too small	5.21	0	10.0	5.21
P5	E10	OK	32.63	55.3	65.25	5.0
P5	F10	OK	39.96	69.9	79.92	5.0
P5	G10	transfer too small	5.36	0	10.0	5.36
P5	H10	conc below target	2.68	0	10.0	2.68
P5	A11	OK	38.7	67.4	77.39	5.0
P5	B11	OK	25.14	40.3	50.29	5.0
P5	C11	OK	80.29	150.6	160.57	5.0
P5	D11	OK	49.98	90.0	99.96	5.0
P5	E11	OK	34.66	59.3	69.32	5.0
P5	F11	conc below target	2.87	0	10.0	2.87
P5	G11	OK	23.44	36.9	46.88	5.0
P5	H11	OK	34.49	59.0	68.98	5.0
P5	A12	conc below target	3.41	0	10.0	3.41
P5	B12	OK	69.98	130.0	139.96	5.0
P5	C12	OK	8.94	7.9	17.89	5.0
P5	D12	OK	53.88	97.8	107.75	5.0
P5	E12	OK	14.07	18.1	28.15	5.0
P5	F12	OK	45.3	80.6	90.6	5.0
P5	G12	OK	26.53	43.1	53.05	5.0
P5	H12	OK	20.46	30.9	40.92	5.0
P6	A1	transfer too small	5.38	0	10.0	5.38
P6	B1	OK	8.43	6.9	16.87	5.0
P6	C1	conc below target	4.38	0	10.0	4.38
P6	D1	transfer too small	5.87	0	10.0	5.87
P6	E1	conc below target	3.7	0	10.0	3.7
P6	F1	OK	18.64	27.3	37.28	5.0
P6	G1	OK	33.01	56.0	66.03	5.0
P6	H1	transfer too small	5.56	0	10.0	5.56
P6	A2	OK	10.47	10.9	20.94	5.0
P6	B2	conc below target	5.0	0	10.0	5.0
P6	C2	conc below target	3.37	0	10.0	3.37
P6	D2	conc below target	3.47	0	10.0	3.47
P6	E2	conc below target	4.71	0	10.0	4.71
P6	F2	conc below target	3.68	0	10.0	3.68
P6	G2	OK	32.84	55.7	65.68	5.0
P6	H2	conc below target	3.12	0	10.0	3.12
P6	A3	transfer too small	6.42	0	10.0	6.42
P6	B3	OK	11.37	12.7	22.73	5.0
P6	C3	transfer too small	6.59	0	10.0	6.59
P6	D3	conc below target	3.71	0	10.0	3.71
P6	E3	conc below target	3.6	0	10.0	3.6
P6	F3	conc below target	3.58	0	10.0	3.58
P6	G3	transfer too small	5.15	0	10.0	5.15
P6	H3	OK	39.85	69.7	79.71	5.0
P6	A4	transfer too small	6.25	0	10.0	6.25
P6	B4	conc below target	4.27	0	10.0	4.27
P6	C4	OK	20.08	30.2	40.16	5.0
P6	D4	conc below target	3.36	0	10.0	3.36
P6	E4	conc below target	3.45	0	10.0	3.45
P6	F4	conc below target	4.25	0	10.0	4.25
P6	G4	OK	26.95	43.9	53.89	5.0
P6	H4	conc below target	3.33	0	10.0	3.33
P6	A5	OK	54.87	99.7	109.74	5.0
P6	B5	conc below target	3.2	0	10.0	3.2
P6	C5	conc below target	3.34	0	10.0	3.34
P6	D5	conc below target	3.3	0	10.0	3.3
P6	E5	transfer too small	5.83	0	10.0	5.83
P6	F5	conc below target	4.07	0	10.0	4.07
P6	G5	conc below target	3.19	0	10.0	3.19
P6	H5	conc below target	3.29	0	10.0	3.29
P6	A6	OK	50.6	91.2	101.2	5.0
P6	B6	transfer too small	6.43	0	10.0	6.43
P6	C6	conc below target	3.2	0	10.0	3.2
P6	D6	transfer too small	6.67	0	10.0	6.67
P6	E6	OK	25.25	40.5	50.5	5.0
P6	F6	conc below target	3.42	0	10.0	3.42
P6	G6	OK	19.13	28.3	38.27	5.0
P6	H6	conc below target	4.86	0	10.0	4.86
P6	A7	OK	49.86	89.7	99.72	5.0
P6	B7	conc below target	3.21	0	10.0	3.21
P6	C7	OK	34.75	59.5	69.5	5.0
P6	D7	transfer too small	5.6	0	10.0	5.6
P6	E7	OK	13.39	16.8	26.78	5.0
P6	F7	OK	20.08	30.2	40.16	5.0
P6	G7	conc below target	3.56	0	10.0	3.56
P6	H7	OK	13.53	17.1	27.06	5.0
P6	A8	conc below target	3.26	0	10.0	3.26
P6	B8	OK	9.4	8.8	18.8	5.0
P6	C8	conc below target	3.07	0	10.0	3.07
P6	D8	OK	26.11	42.2	52.23	5.0
P6	E8	OK	18.05	26.1	36.1	5.0
P6	F8	conc below target	4.2	0	10.0	4.2
P6	G8	conc below target	3.23	0	10.0	3.23
P6	H8	conc below target	3.42	0	10.0	3.42
P6	A9	OK	22.82	35.6	45.64	5.0
P6	B9	OK	8.45	6.9	16.91	5.0
P6	C9	OK	44.4	78.8	88.81	5.0
P6	D9	OK	20.58	31.2	41.17	5.0
P6	E9	transfer too small	5.27	0	10.0	5.27
P6	F9	conc below target	4.47	0	10.0	4.47
P6	G9	conc below target	4.85	0	10.0	4.85
P6	H9	OK	19.24	28.5	38.48	5.0
P6	A10	conc below target	3.82	0	10.0	3.82
P6	B10	conc below target	3.68	0	10.0	3.68
P6	C10	conc below target	4.45	0	10.0	4.45
P6	D10	conc below target	3.3	0	10.0	3.3
P6	E10	conc below target	4.16	0	10.0	4.16
P6	F10	conc below target	3.74	0	10.0	3.74
P6	G10	conc below target	4.07	0	10.0	4.07
P6	H10	OK	8.81	7.6	17.61	5.0
P6	A11	OK	13.25	16.5	26.5	5.0
P6	B11	conc below target	4.31	0	10.0	4.31
P6	C11	OK	32.47	54.9	64.94	5.0
P6	D11	OK	34.71	59.4	69.42	5.0
P6	E11	conc below target	3.86	0	10.0	3.86
P6	F11	OK	7.63	5.3	15.26	5.0
P6	G11	conc below target	3.29	0	10.0	3.29
P6	H11	OK	9.35	8.7	18.7	5.0
P6	A12	OK	41.71	73.4	83.42	5.0
P6	B12	transfer too small	6.36	0	10.0	6.36
P6	C12	OK	36.58	63.2	73.15	5.0
P6	D12	transfer too small	5.24	0	10.0	5.24
P6	E12	OK	26.97	43.9	53.95	5.0
P6	F12	conc below target	3.36	0	10.0	3.36
P6	G12	conc below target	3.06	0	10.0	3.06
P6	H12	conc below target	3.3	0	10.0	3.3
P7	A1	conc below target	4.28	0	10.0	4.28
P7	B1	transfer too small	7.33	0	10.0	7.33
P7	C1	conc below target	4.98	0	10.0	4.98
P7	D1	transfer too small	5.84	0	10.0	5.84
P7	E1	conc below target	3.97	0	10.0	3.97
P7	F1	OK	39.67	69.3	79.34	5.0
P7	G1	conc below target	4.49	0	10.0	4.49
P7	H1	conc below target	4.43	0	10.0	4.43
P7	A2	OK	8.91	7.8	17.83	5.0
P7	B2	transfer too small	5.38	0	10.0	5.38
P7	C2	transfer too small	5.41	0	10.0	5.41
P7	D2	transfer too small	5.81	0	10.0	5.81
P7	E2	transfer too small	5.47	0	10.0	5.47
P7	F2	transfer too small	5.36	0	10.0	5.36
P7	G2	transfer too small	6.24	0	10.0	6.24
P7	H2	transfer too small	5.3	0	10.0	5.3
P7	A3	transfer too small	5.99	0	10.0	5.99
P7	B3	OK	25.71	41.4	51.42	5.0
P7	C3	OK	25.0	40.0	50.01	5.0
P7	D3	transfer too small	6.28	0	10.0	6.28
P7	E3	transfer too small	5.73	0	10.0	5.73
P7	F3	OK	9.46	8.9	18.93	5.0
P7	G3	OK	35.68	61.4	71.37	5.0
P7	H3	transfer too small	6.23	0	10.0	6.23
P7	A4	OK	36.87	63.7	73.75	5.0
P7	B4	transfer too small	6.0	0	10.0	6.0
P7	C4	transfer too small	7.37	0	10.0	7.37
P7	D4	OK	13.57	17.1	27.13	5.0
P7	E4	OK	17.49	25.0	34.99	5.0
P7	F4	OK	9.97	9.9	19.94	5.0
P7	G4	transfer too small	6.36	0	10.0	6.36
P7	H4	transfer too small	5.64	0	10.0	5.64
P7	A5	OK	8.77	7.5	17.54	5.0
P7	B5	transfer too small	5.52	0	10.0	5.52
P7	C5	transfer too small	5.88	0	10.0	5.88
P7	D5	transfer too small	5.4	0	10.0	5.4
P7	E5	transfer too small	5.52	0	10.0	5.52
P7	F5	transfer too small	5.48	0	10.0	5.48
P7	G5	OK	16.06	22.1	32.13	5.0
P7	H5	OK	12.33	14.7	24.65	5.0
P7	A6	transfer too small	6.15	0	10.0	6.15
P7	B6	transfer too small	5.61	0	10.0	5.61
P7	C6	OK	9.43	8.9	18.87	5.0
P7	D6	transfer too small	6.68	0	10.0	6.68
P7	E6	transfer too small	5.8	0	10.0	5.8
P7	F6	transfer too small	5.49	0	10.0	5.49
P7	G6	transfer too small	5.52	0	10.0	5.52
P7	H6	transfer too small	5.42	0	10.0	5.42
P7	A7	transfer too small	5.39	0	10.0	5.39
P7	B7	transfer too small	5.53	0	10.0	5.53
P7	C7	transfer too small	5.46	0	10.0	5.46
P7	D7	transfer too small	5.5	0	10.0	5.5
P7	E7	transfer too small	5.52	0	10.0	5.52
P7	F7	transfer too small	5.79	0	10.0	5.79
P7	G7	transfer too small	5.85	0	10.0	5.85
P7	H7	transfer too small	5.41	0	10.0	5.41
P7	A8	transfer too small	5.38	0	10.0	5.38
P7	B8	OK	7.69	5.4	15.39	5.0
P7	C8	transfer too small	5.46	0	10.0	5.46
P7	D8	transfer too small	5.49	0	10.0	5.49
P7	E8	transfer too small	6.54	0	10.0	6.54
P7	F8	transfer too small	5.51	0	10.0	5.51
P7	G8	transfer too small	5.52	0	10.0	5.52
P7	H8	transfer too small	5.5	0	10.0	5.5
P7	A9	transfer too small	5.38	0	10.0	5.38
P7	B9	transfer too small	5.39	0	10.0	5.39
P7	C9	transfer too small	5.41	0	10.0	5.41
P7	D9	transfer too small	5.41	0	10.0	5.41
P7	E9	transfer too small	5.44	0	10.0	5.44
P7	F9	transfer too small	5.9	0	10.0	5.9
P7	G9	transfer too small	5.49	0	10.0	5.49
P7	H9	transfer too small	5.71	0	10.0	5.71
P7	A10	transfer too small	5.33	0	10.0	5.33
P7	B10	transfer too small	5.5	0	10.0	5.5
P7	C10	transfer too small	5.42	0	10.0	5.42
P7	D10	OK	10.43	10.9	20.87	5.0
P7	E10	OK	7.96	5.9	15.91	5.0
P7	F10	transfer too small	6.39	0	10.0	6.39
P7	G10	transfer too small	5.47	0	10.0	5.47
P7	H10	transfer too small	7.29	0	10.0	7.29
P7	A11	transfer too small	5.87	0	10.0	5.87
P7	B11	transfer too small	5.45	0	10.0	5.45
P7	C11	transfer too small	5.42	0	10.0	5.42
P7	D11	transfer too small	5.4	0	10.0	5.4
P7	E11	transfer too small	5.56	0	10.0	5.56
P7	F11	transfer too small	5.5	0	10.0	5.5
P7	G11	transfer too small	5.46	0	10.0	5.46
P7	H11	transfer too small	5.48	0	10.0	5.48
P7	A12	transfer too small	5.82	0	10.0	5.82
P7	B12	transfer too small	5.54	0	10.0	5.54
P7	C12	transfer too small	5.5	0	10.0	5.5
P7	D12	transfer too small	5.41	0	10.0	5.41
P7	E12	transfer too small	5.39	0	10.0	5.39
P7	F12	transfer too small	5.4	0	10.0	5.4
P7	G12	transfer too small	5.44	0	10.0	5.44
P7	H12	transfer too small	5.43	0	10.0	5.43
PCE001	A1	OK	62.66	115.3	125.33	5.0
PCE001	B1	OK	23.75	37.5	47.49	5.0
PCE001	C1	OK	69.13	128.3	138.26	5.0
PCE001	D1	OK	40.21	70.4	80.42	5.0
PCE001	E1	OK	72.19	134.4	144.39	5.0
PCE001	F1	OK	83.26	156.5	166.51	5.0
PCE001	G1	OK	47.59	85.2	95.17	5.0
PCE001	H1	OK	92.83	175.7	185.65	5.0
PCE001	A2	OK	45.51	81.0	91.02	5.0
PCE001	B2	OK	55.29	100.6	110.58	5.0
PCE001	C2	OK	36.7	63.4	73.41	5.0
PCE001	D2	OK	47.5	85.0	95.01	5.0
PCE001	E2	OK	42.3	74.6	84.59	5.0
PCE001	F2	OK	45.26	80.5	90.53	5.0
PCE001	G2	OK	38.19	66.4	76.38	5.0
PCE001	H2	OK	34.91	59.8	69.81	5.0
PCE001	A3	OK	32.12	54.2	64.23	5.0
PCE001	B3	OK	40.85	71.7	81.71	5.0
PCE001	C3	OK	56.71	103.4	113.43	5.0
PCE001	D3	OK	60.21	110.4	120.42	5.0
PCE001	E3	OK	46.29	82.6	92.58	5.0
PCE001	F3	OK	47.28	84.6	94.56	5.0
PCE001	G3	OK	41.49	73.0	82.98	5.0
PCE001	H3	OK	53.96	97.9	107.92	5.0
PCE001	A4	OK	45.05	80.1	90.1	5.0
PCE001	B4	OK	52.83	95.7	105.66	5.0
PCE001	C4	OK	55.51	101.0	111.03	5.0
PCE001	D4	OK	36.04	62.1	72.08	5.0
PCE001	E4	OK	38.1	66.2	76.2	5.0
PCE001	F4	OK	44.69	79.4	89.38	5.0
PCE001	G4	OK	36.99	64.0	73.98	5.0
PCE001	H4	OK	59.77	109.5	119.54	5.0
PCE001	A5	OK	40.34	70.7	80.68	5.0
PCE001	B5	OK	52.98	96.0	105.97	5.0
PCE001	C5	OK	39.99	70.0	79.98	5.0
PCE001	D5	OK	23.3	36.6	46.6	5.0
PCE001	E5	OK	38.18	66.4	76.35	5.0
PCE001	F5	OK	29.32	48.6	58.63	5.0
PCE001	G5	OK	42.3	74.6	84.6	5.0
PCE001	H5	OK	46.91	83.8	93.83	5.0
PCE001	A6	OK	42.7	75.4	85.4	5.0
PCE001	B6	OK	42.45	74.9	84.91	5.0
PCE001	C6	OK	10.19	10.4	20.37	5.0
PCE001	D6	OK	44.41	78.8	88.82	5.0
PCE001	E6	OK	33.01	56.0	66.03	5.0
PCE001	F6	OK	39.9	69.8	79.81	5.0
PCE001	G6	OK	30.29	50.6	60.59	5.0
PCE001	H6	OK	46.12	82.2	92.24	5.0
PCE001	A7	OK	46.52	83.0	93.04	5.0
PCE001	B7	OK	7.89	5.8	15.78	5.0
PCE001	C7	OK	43.53	77.1	87.06	5.0
PCE001	D7	OK	43.9	77.8	87.79	5.0
PCE001	E7	OK	30.08	50.2	60.15	5.0
PCE001	F7	OK	52.72	95.4	105.44	5.0
PCE001	G7	OK	47.5	85.0	94.99	5.0
PCE001	H7	OK	51.73	93.5	103.47	5.0
PCE001	A8	OK	54.9	99.8	109.81	5.0
PCE001	B8	OK	24.92	39.8	49.84	5.0
PCE001	C8	OK	53.96	97.9	107.93	5.0
PCE001	D8	OK	35.78	61.6	71.56	5.0
PCE001	E8	OK	41.5	73.0	83.01	5.0
PCE001	F8	OK	43.84	77.7	87.67	5.0
PCE001	G8	OK	42.76	75.5	85.51	5.0
PCE001	H8	OK	48.54	87.1	97.09	5.0
